age,marital,balance,housing,loan,duration,campaign,previous,poutcome,deposit
35,divorced,6997,yes,no,1121,1,0,unknown,yes
53,married,665,yes,no,371,2,0,unknown,yes
39,married,285,yes,no,838,3,0,unknown,yes
32,married,473,no,yes,1064,1,3,success,yes
41,married,2226,no,no,182,2,1,failure,yes
37,single,245,yes,yes,732,2,0,unknown,yes
35,married,1133,yes,no,102,1,0,unknown,yes
42,married,294,no,no,513,1,0,unknown,yes
27,divorced,451,yes,no,652,1,0,unknown,yes
57,married,19268,no,no,301,1,0,unknown,yes
41,married,1461,yes,no,554,2,0,unknown,yes
37,single,465,yes,no,899,3,0,unknown,yes
44,divorced,0,no,no,1960,3,0,unknown,yes
32,single,654,yes,no,615,4,0,unknown,yes
34,married,79,yes,no,203,1,5,success,yes
42,married,4216,no,no,186,2,0,unknown,yes
54,married,66,yes,no,167,1,0,unknown,yes
48,married,0,no,no,1249,3,0,unknown,yes
73,married,5539,no,no,338,1,0,unknown,yes
33,married,2599,no,no,1373,2,0,unknown,yes
42,married,2187,yes,no,525,3,0,unknown,yes
57,married,2120,no,no,687,4,0,unknown,yes
29,single,339,no,no,1576,3,0,unknown,yes
47,married,8229,no,no,784,2,0,unknown,yes
51,married,346,no,no,122,1,5,success,yes
34,married,158,no,no,190,1,9,success,yes
25,single,7103,yes,no,188,3,1,failure,yes
50,married,4855,no,no,720,2,0,unknown,yes
47,single,3696,no,no,250,2,4,success,yes
40,married,-357,yes,no,700,4,0,unknown,yes
79,married,8304,no,no,303,9,0,unknown,yes
30,single,48,no,no,217,1,2,success,yes
54,single,384,no,yes,200,1,0,unknown,yes
53,married,751,yes,no,1528,2,0,unknown,yes
33,divorced,3546,yes,no,777,2,0,unknown,yes
60,married,73,no,no,243,2,0,unknown,yes
35,single,71,no,no,651,1,0,unknown,yes
46,married,974,no,no,174,2,1,success,yes
52,married,306,yes,no,650,5,0,unknown,yes
50,married,3463,no,yes,96,1,0,unknown,yes
47,married,3676,no,no,415,2,1,other,yes
73,married,459,no,no,281,1,0,unknown,yes
35,married,286,no,no,949,2,0,unknown,yes
26,married,-11,yes,yes,1150,3,0,unknown,yes
46,married,273,yes,no,1962,1,3,failure,yes
42,married,2665,yes,no,280,2,11,failure,yes
29,single,3290,no,no,430,1,3,success,yes
30,single,8535,no,no,393,2,0,unknown,yes
37,married,1276,no,no,146,1,2,success,yes
28,single,2736,no,no,705,1,0,unknown,yes
32,married,10287,yes,no,281,4,1,failure,yes
53,married,1624,no,no,107,1,6,success,yes
41,married,0,yes,no,789,1,0,unknown,yes
40,married,446,yes,no,1252,1,0,unknown,yes
53,married,395,no,no,136,1,1,failure,yes
64,divorced,315,no,no,154,1,0,unknown,yes
32,married,484,yes,no,668,2,1,success,yes
48,married,0,no,no,682,1,0,unknown,yes
35,single,507,yes,no,560,2,0,unknown,yes
43,married,2987,no,no,156,1,3,failure,yes
25,single,801,no,no,255,2,0,unknown,yes
43,married,0,no,no,1153,3,0,unknown,yes
29,single,572,yes,no,319,1,0,unknown,yes
61,single,2,no,no,131,1,3,failure,yes
64,married,34,no,no,244,2,0,unknown,yes
27,single,1075,no,no,529,2,1,success,yes
38,single,508,yes,yes,1103,2,0,unknown,yes
36,married,926,no,no,216,1,0,unknown,yes
61,married,10861,no,no,225,1,5,success,yes
49,divorced,24,yes,no,701,1,1,success,yes
33,single,611,no,no,390,2,0,unknown,yes
25,single,1857,yes,no,187,1,12,success,yes
33,single,329,no,no,224,1,2,other,yes
51,married,2635,no,no,407,3,5,failure,yes
32,married,225,yes,no,574,1,1,failure,yes
32,married,1604,no,yes,625,1,0,unknown,yes
72,married,4657,no,no,255,1,8,success,yes
34,married,1406,yes,no,63,2,1,success,yes
38,married,6728,no,no,232,1,4,success,yes
35,married,611,no,no,305,2,1,success,yes
38,divorced,1805,no,no,952,2,0,unknown,yes
43,single,-399,no,yes,662,3,0,unknown,yes
31,single,208,no,no,1344,7,0,unknown,yes
30,married,10884,no,no,333,2,0,unknown,yes
22,single,3472,no,no,332,1,3,failure,yes
46,married,556,yes,yes,646,3,0,unknown,yes
52,married,7192,no,no,1486,1,0,unknown,yes
35,single,13460,yes,no,1068,3,0,unknown,yes
71,married,2988,no,no,130,1,0,unknown,yes
30,single,102,yes,no,364,3,0,unknown,yes
25,single,1868,no,no,259,1,2,other,yes
34,single,-578,yes,no,767,2,0,unknown,yes
51,married,241,no,no,308,2,0,unknown,yes
25,single,162,yes,no,531,2,0,unknown,yes
48,married,5320,yes,no,792,1,0,unknown,yes
42,married,366,yes,no,324,1,1,failure,yes
55,married,1504,yes,no,338,2,0,unknown,yes
38,single,262,no,no,315,2,6,failure,yes
26,single,191,yes,no,550,1,0,unknown,yes
27,married,73,no,no,159,1,0,unknown,yes
75,married,358,no,no,364,11,0,unknown,yes
32,single,483,no,no,580,3,0,unknown,yes
39,single,5047,no,no,218,4,0,unknown,yes
46,single,5862,no,no,84,1,0,unknown,yes
40,married,0,yes,no,506,2,0,unknown,yes
36,divorced,2843,no,no,186,1,0,unknown,yes
54,divorced,351,yes,no,642,2,0,unknown,yes
42,married,372,yes,no,153,3,2,success,yes
42,married,27696,no,no,176,2,5,success,yes
37,single,133,yes,no,1388,2,0,unknown,yes
25,single,3,no,no,170,1,0,unknown,yes
29,single,15459,no,no,264,7,0,unknown,yes
32,single,2551,yes,no,638,3,0,unknown,yes
64,married,571,yes,no,1422,2,0,unknown,yes
55,married,7803,no,no,441,1,0,unknown,yes
56,married,0,no,no,996,1,0,unknown,yes
28,single,24,yes,no,415,2,0,unknown,yes
52,divorced,2104,no,no,210,2,0,unknown,yes
36,divorced,3158,yes,no,144,2,0,unknown,yes
25,married,10,yes,no,857,4,0,unknown,yes
66,married,147,no,no,411,1,0,unknown,yes
31,single,12857,yes,no,483,4,2,success,yes
43,divorced,4389,no,no,632,2,1,success,yes
59,married,474,no,no,252,1,0,unknown,yes
35,married,2326,yes,yes,319,1,0,unknown,yes
48,married,3644,yes,yes,1039,9,0,unknown,yes
38,married,1988,no,no,164,2,2,failure,yes
27,married,1595,no,no,196,2,2,success,yes
25,single,331,no,no,170,4,0,unknown,yes
56,married,4623,no,no,305,1,1,success,yes
54,divorced,12018,yes,no,267,2,0,unknown,yes
36,married,154,no,no,556,7,0,unknown,yes
31,single,190,no,no,514,1,0,unknown,yes
62,married,3904,no,no,403,2,0,unknown,yes
31,single,882,no,no,293,1,1,success,yes
66,divorced,53,no,no,562,4,0,unknown,yes
32,single,6542,yes,no,1598,4,5,failure,yes
40,divorced,687,yes,no,531,1,1,success,yes
43,married,3064,yes,no,2453,2,0,unknown,yes
51,divorced,9228,no,no,655,4,0,unknown,yes
34,married,800,no,no,144,1,0,unknown,yes
47,married,3505,no,no,434,2,0,unknown,yes
36,single,5958,yes,no,155,1,1,success,yes
27,single,667,no,no,866,2,0,unknown,yes
52,divorced,36,yes,yes,930,1,0,unknown,yes
44,single,1059,no,no,2093,1,0,unknown,yes
26,married,915,no,no,384,1,0,unknown,yes
32,married,1547,no,no,289,1,4,other,yes
34,married,3050,yes,no,469,1,0,unknown,yes
35,married,7050,no,no,222,3,4,success,yes
32,single,2,yes,no,100,2,0,unknown,yes
43,married,14144,yes,no,504,1,0,unknown,yes
50,married,705,no,no,504,1,0,unknown,yes
40,married,1758,yes,no,1230,3,0,unknown,yes
29,single,476,yes,no,427,1,0,unknown,yes
32,married,348,yes,no,926,1,0,unknown,yes
50,married,5969,no,no,455,1,2,failure,yes
65,married,3195,no,no,904,1,0,unknown,yes
59,married,2013,no,no,409,2,0,unknown,yes
44,married,121,no,no,412,1,0,unknown,yes
33,married,82,yes,no,735,1,0,unknown,yes
33,single,935,no,no,385,2,8,success,yes
57,married,3754,no,no,1063,2,0,unknown,yes
38,single,104,yes,no,606,3,0,unknown,yes
49,married,4751,no,no,884,4,0,unknown,yes
45,married,1529,yes,no,181,1,1,success,yes
25,single,102,no,yes,574,2,0,unknown,yes
22,single,1796,no,no,369,3,0,unknown,yes
32,single,935,no,no,161,2,5,failure,yes
36,single,365,no,no,643,1,0,unknown,yes
32,divorced,222,no,yes,820,4,0,unknown,yes
45,single,0,no,no,374,2,1,success,yes
35,single,1015,yes,no,406,2,0,unknown,yes
23,single,107,no,no,84,1,1,success,yes
50,married,82,no,no,456,1,0,unknown,yes
31,married,877,no,no,192,1,7,other,yes
61,married,2557,yes,no,89,1,4,success,yes
42,married,1673,yes,no,636,3,0,unknown,yes
39,married,2467,no,no,207,2,3,other,yes
37,single,980,no,no,1306,5,0,unknown,yes
30,single,183,yes,no,610,1,0,unknown,yes
55,divorced,387,yes,no,918,1,0,unknown,yes
30,divorced,459,yes,no,494,1,0,unknown,yes
57,married,1227,no,no,232,1,0,unknown,yes
31,single,302,no,no,349,1,3,success,yes
37,divorced,175,yes,yes,753,6,0,unknown,yes
34,married,182,no,no,938,2,0,unknown,yes
31,married,-367,yes,no,474,2,0,unknown,yes
52,married,876,no,no,601,3,0,unknown,yes
48,divorced,201,no,no,594,1,1,success,yes
73,married,796,no,no,427,1,2,failure,yes
54,divorced,0,no,no,618,1,0,unknown,yes
38,married,1559,no,no,136,2,1,failure,yes
39,married,70,no,no,813,1,0,unknown,yes
44,single,2734,yes,no,897,4,0,unknown,yes
29,single,3528,no,no,137,1,0,unknown,yes
51,married,469,no,no,200,1,2,success,yes
31,married,3311,yes,no,719,1,0,unknown,yes
33,single,152,yes,no,202,2,2,success,yes
39,married,1047,no,no,554,1,0,unknown,yes
30,married,484,yes,no,703,1,0,unknown,yes
39,married,1587,yes,no,108,2,3,success,yes
25,married,4461,no,no,796,5,0,unknown,yes
57,single,3551,yes,no,458,1,0,unknown,yes
35,married,495,no,no,266,1,1,failure,yes
27,single,3792,no,no,279,2,0,unknown,yes
27,single,489,yes,no,356,4,0,unknown,yes
28,single,159,no,no,449,2,4,success,yes
41,single,985,yes,no,274,2,11,success,yes
46,married,369,yes,no,916,2,0,unknown,yes
38,divorced,257,yes,no,435,1,0,unknown,yes
35,married,2779,no,no,118,2,0,unknown,yes
24,single,638,yes,yes,792,3,0,unknown,yes
24,single,833,yes,no,956,1,0,unknown,yes
28,single,9314,no,no,276,2,0,unknown,yes
28,single,4745,no,no,360,1,5,success,yes
53,married,2693,no,no,90,1,1,failure,yes
45,married,160,no,no,182,2,1,success,yes
33,married,1697,no,no,179,1,0,unknown,yes
51,married,0,no,no,302,1,0,unknown,yes
32,single,-770,yes,no,618,1,0,unknown,yes
65,married,20806,no,no,523,2,0,unknown,yes
32,married,3136,yes,no,820,1,0,unknown,yes
67,married,1430,no,no,499,2,3,failure,yes
53,married,6831,no,no,1130,2,0,unknown,yes
41,divorced,664,no,yes,955,5,0,unknown,yes
30,single,49,no,no,808,2,0,unknown,yes
37,married,604,yes,no,371,1,1,failure,yes
27,single,931,yes,no,1078,1,0,unknown,yes
77,married,699,no,no,425,2,0,unknown,yes
32,single,212,no,no,830,5,0,unknown,yes
25,single,362,no,no,617,2,0,unknown,yes
32,single,2667,yes,no,971,2,0,unknown,yes
43,married,-754,yes,yes,727,3,0,unknown,yes
30,married,517,no,no,141,2,0,unknown,yes
59,divorced,258,yes,no,266,1,0,unknown,yes
61,married,3140,yes,yes,975,4,1,unknown,yes
32,single,658,yes,no,283,1,0,unknown,yes
37,married,255,no,no,562,2,10,success,yes
51,married,5350,yes,yes,612,4,0,unknown,yes
55,divorced,9756,yes,no,103,2,1,other,yes
38,single,3646,yes,no,1710,2,1,other,yes
47,married,368,no,no,403,1,6,success,yes
59,divorced,1,yes,no,602,1,5,other,yes
51,married,1435,no,no,587,1,0,unknown,yes
25,single,122,yes,no,481,2,0,unknown,yes
67,divorced,2027,no,no,161,2,0,unknown,yes
58,married,496,no,no,132,1,0,unknown,yes
52,single,83,no,no,1223,6,0,unknown,yes
54,single,467,yes,no,674,3,0,unknown,yes
27,single,0,no,yes,732,1,0,unknown,yes
41,married,471,yes,no,954,2,4,success,yes
72,married,5715,no,no,1114,1,2,success,yes
24,married,-389,yes,yes,1242,1,0,unknown,yes
36,single,364,no,yes,185,1,1,failure,yes
39,married,25,yes,yes,658,1,3,failure,yes
55,divorced,3450,no,no,169,1,1,failure,yes
35,married,2374,yes,no,765,2,5,success,yes
32,single,5514,no,no,319,1,1,success,yes
29,single,455,no,no,214,2,1,success,yes
59,single,739,no,no,408,1,0,unknown,yes
33,married,336,no,no,179,3,0,unknown,yes
30,divorced,436,yes,no,1720,1,0,unknown,yes
30,single,536,no,no,309,1,0,unknown,yes
37,married,0,no,no,268,2,3,success,yes
39,single,0,yes,no,224,3,0,unknown,yes
40,married,1181,yes,no,718,2,2,success,yes
29,single,265,no,no,491,1,0,unknown,yes
24,single,2573,no,no,375,2,0,unknown,yes
31,married,-537,yes,yes,1039,7,0,unknown,yes
62,married,1128,no,no,236,1,3,other,yes
33,married,2780,no,no,485,1,0,unknown,yes
67,married,405,no,no,344,2,2,success,yes
44,married,706,no,no,204,1,0,unknown,yes
79,married,2661,no,no,254,5,0,unknown,yes
30,single,2734,no,no,459,3,0,unknown,yes
38,married,196,no,no,574,1,0,unknown,yes
31,single,533,no,no,372,1,10,success,yes
38,married,6728,no,no,252,4,0,unknown,yes
36,single,1227,yes,yes,775,5,3,failure,yes
30,married,5,no,no,840,3,0,unknown,yes
34,married,197,no,no,78,3,0,unknown,yes
27,single,13,no,no,475,3,0,unknown,yes
32,married,284,yes,no,717,3,0,unknown,yes
37,single,33,yes,no,186,1,0,unknown,yes
56,married,2333,no,no,244,1,0,unknown,yes
28,single,1705,no,no,412,2,0,unknown,yes
49,married,2039,yes,no,451,1,2,failure,yes
23,single,381,no,no,696,1,2,other,yes
56,married,3738,yes,no,156,1,6,other,yes
54,divorced,4401,no,no,414,1,2,success,yes
59,married,553,yes,no,1272,3,0,unknown,yes
53,married,-725,yes,no,1205,1,0,unknown,yes
51,married,67,no,no,835,1,0,unknown,yes
31,married,330,no,no,309,1,3,success,yes
62,divorced,5943,no,no,196,4,0,unknown,yes
38,single,25,yes,no,232,2,0,unknown,yes
25,single,316,no,no,347,2,0,unknown,yes
43,divorced,4389,no,no,618,1,0,unknown,yes
45,divorced,0,no,no,264,1,0,unknown,yes
78,divorced,1389,no,no,335,1,0,unknown,yes
30,single,398,no,no,102,1,3,success,yes
69,divorced,247,no,no,138,2,0,unknown,yes
48,married,0,no,yes,431,2,0,unknown,yes
31,single,131,yes,no,151,1,0,unknown,yes
57,single,604,no,no,187,1,0,unknown,no
45,divorced,0,yes,no,102,1,0,unknown,no
48,married,238,yes,yes,118,2,1,success,no
34,single,673,yes,no,89,1,2,failure,no
37,married,7944,no,no,102,1,0,unknown,no
32,married,3696,no,no,315,3,0,unknown,no
35,married,347,no,no,231,1,0,unknown,no
31,married,-199,yes,yes,149,5,10,failure,no
54,married,337,yes,no,302,2,0,unknown,no
52,married,5091,no,no,309,1,0,unknown,no
29,single,970,yes,no,240,1,0,unknown,no
34,single,258,yes,no,131,2,0,unknown,no
37,divorced,614,yes,no,185,1,0,unknown,no
66,married,1929,no,no,169,1,0,unknown,no
33,married,2362,yes,no,271,4,0,unknown,no
60,married,8121,yes,yes,98,7,0,unknown,no
55,divorced,608,yes,no,161,2,0,unknown,no
34,single,3723,yes,no,47,5,0,unknown,no
52,married,117,no,yes,164,2,0,unknown,no
29,married,363,yes,no,164,1,0,unknown,no
43,divorced,130,yes,no,193,1,0,unknown,no
57,divorced,2225,yes,no,8,4,0,unknown,no
32,married,-105,yes,yes,454,19,0,unknown,no
67,married,7687,no,no,70,3,0,unknown,no
45,married,222,no,no,119,11,0,unknown,no
47,single,736,no,no,212,2,0,unknown,no
31,single,84,no,no,157,4,0,unknown,no
52,divorced,196,yes,no,119,3,0,unknown,no
41,married,2123,no,no,130,2,0,unknown,no
35,single,-482,yes,no,472,1,0,unknown,no
48,divorced,700,yes,no,488,2,0,unknown,no
53,married,1388,no,no,139,4,0,unknown,no
59,married,222,no,no,97,1,0,unknown,no
26,single,592,yes,yes,174,1,0,unknown,no
30,married,0,no,no,95,2,0,unknown,no
56,married,411,no,no,145,4,0,unknown,no
41,divorced,-104,yes,no,32,3,0,unknown,no
52,married,475,yes,no,121,3,0,unknown,no
35,single,181,yes,no,217,4,1,failure,no
41,married,653,yes,no,60,2,0,unknown,no
39,married,0,yes,no,46,2,0,unknown,no
51,married,0,yes,yes,263,1,1,other,no
46,married,942,no,no,240,3,2,failure,no
43,divorced,13,no,yes,977,4,0,unknown,no
31,single,200,no,no,315,2,0,unknown,no
56,married,660,yes,no,72,3,0,unknown,no
35,married,1309,yes,no,73,3,0,unknown,no
58,married,-364,yes,no,355,1,0,unknown,no
33,married,-616,yes,yes,320,1,0,unknown,no
36,single,2596,no,no,60,6,0,unknown,no
49,single,5802,no,no,175,3,2,success,no
47,married,568,yes,no,256,2,0,unknown,no
61,married,296,yes,yes,323,2,0,unknown,no
45,married,561,yes,no,340,7,0,unknown,no
53,divorced,2894,yes,no,163,1,0,unknown,no
31,married,2344,yes,no,221,6,0,unknown,no
35,married,1345,yes,no,135,1,0,unknown,no
55,married,171,yes,no,73,6,0,unknown,no
50,married,1838,yes,yes,221,8,0,unknown,no
53,married,549,no,no,74,2,0,unknown,no
45,married,1097,yes,yes,174,1,1,failure,no
45,married,1148,no,no,782,2,0,unknown,no
32,single,3818,no,no,100,4,0,unknown,no
33,married,934,yes,no,244,2,0,unknown,no
51,married,-637,yes,yes,233,2,0,unknown,no
27,married,65,yes,yes,59,1,0,unknown,no
37,married,24,yes,no,136,1,2,failure,no
45,married,907,no,no,230,8,0,unknown,no
40,married,100,yes,no,218,2,0,unknown,no
41,married,686,yes,no,888,3,0,unknown,no
35,single,3,yes,yes,217,1,0,unknown,no
62,married,4692,yes,no,73,1,0,unknown,no
42,married,-197,yes,no,66,7,0,unknown,no
38,divorced,4335,yes,no,640,1,0,unknown,no
36,single,664,no,no,309,3,0,unknown,no
59,married,307,yes,yes,250,7,0,unknown,no
46,divorced,5,yes,yes,305,2,0,unknown,no
42,married,-67,yes,no,128,1,0,unknown,no
27,single,3754,no,no,106,3,1,other,no
44,married,1139,yes,no,64,1,0,unknown,no
32,married,250,yes,no,202,1,0,unknown,no
32,divorced,3695,yes,no,34,1,3,other,no
43,married,1025,yes,no,106,1,0,unknown,no
38,married,328,no,no,230,2,0,unknown,no
40,married,0,yes,no,297,1,3,failure,no
44,married,6203,yes,yes,129,1,0,unknown,no
49,divorced,1904,no,yes,131,2,0,unknown,no
37,married,347,yes,no,282,1,0,unknown,no
40,married,1289,no,no,260,2,0,unknown,no
54,divorced,129,yes,no,132,1,0,unknown,no
38,married,178,yes,no,245,1,0,unknown,no
45,married,81,no,yes,61,3,0,unknown,no
49,married,599,no,no,174,1,0,unknown,no
46,married,190,yes,no,370,2,0,unknown,no
39,married,0,yes,no,262,1,0,unknown,no
56,married,563,yes,no,100,2,1,failure,no
37,married,105,yes,no,69,2,0,unknown,no
39,married,3518,yes,no,440,1,0,unknown,no
53,married,248,no,yes,99,1,3,failure,no
38,married,961,yes,no,346,1,0,unknown,no
25,single,640,yes,no,492,2,0,unknown,no
35,married,1144,no,no,197,13,0,unknown,no
47,married,0,no,no,308,1,0,unknown,no
40,married,4381,no,no,126,2,0,unknown,no
31,married,1134,no,no,174,2,0,unknown,no
50,married,570,no,no,21,3,0,unknown,no
40,married,0,yes,no,167,2,0,unknown,no
55,married,357,yes,no,526,1,1,failure,no
31,married,593,yes,no,391,2,0,unknown,no
59,married,229,yes,yes,19,1,0,unknown,no
52,married,0,no,no,85,3,0,unknown,no
55,married,1157,no,no,289,1,2,failure,no
49,married,234,no,no,55,6,0,unknown,no
31,married,322,yes,no,159,1,0,unknown,no
55,married,113,yes,no,186,1,0,unknown,no
38,married,2139,yes,no,576,1,0,unknown,no
52,married,2251,yes,no,58,9,0,unknown,no
57,divorced,0,no,no,95,1,0,unknown,no
65,divorced,2756,no,no,1353,2,0,unknown,no
53,married,7132,no,no,88,2,0,unknown,no
34,single,2047,yes,no,57,5,0,unknown,no
41,single,0,no,no,256,1,0,unknown,no
44,married,1151,yes,no,127,2,0,unknown,no
49,married,5244,no,no,60,4,0,unknown,no
39,married,1,yes,no,506,2,0,unknown,no
54,married,203,no,no,70,1,0,unknown,no
22,single,2162,no,no,168,1,0,unknown,no
31,married,337,no,no,51,1,0,unknown,no
53,married,0,no,no,207,1,0,unknown,no
59,divorced,2,no,no,164,2,0,unknown,no
59,married,1365,no,no,327,1,0,unknown,no
56,married,2366,yes,yes,538,2,4,failure,no
52,divorced,-803,yes,no,131,3,0,unknown,no
57,divorced,873,no,no,441,3,0,unknown,no
41,married,-76,yes,no,263,1,0,unknown,no
39,married,2990,no,no,127,4,0,unknown,no
35,divorced,538,yes,no,66,4,0,unknown,no
53,divorced,6388,yes,no,203,2,0,unknown,no
35,married,840,yes,no,281,4,0,unknown,no
25,single,1847,no,no,137,2,0,unknown,no
34,married,40,yes,no,302,2,0,unknown,no
38,married,30,no,no,91,1,0,unknown,no
42,married,860,yes,no,90,3,0,unknown,no
28,single,123,yes,no,97,1,0,unknown,no
35,married,667,yes,no,10,5,27,other,no
34,single,601,no,no,184,3,0,unknown,no
32,married,616,yes,no,118,7,0,unknown,no
38,married,259,no,no,63,1,0,unknown,no
32,single,307,no,no,96,1,3,success,no
41,married,-29,no,no,41,2,2,failure,no
41,married,849,yes,yes,100,4,0,unknown,no
26,single,47,yes,no,63,1,0,unknown,no
60,married,2194,yes,no,31,3,9,failure,no
51,married,3413,no,no,146,7,0,unknown,no
24,single,1299,yes,yes,113,2,0,unknown,no
37,married,622,yes,no,175,1,0,unknown,no
44,married,1901,no,no,165,2,0,unknown,no
74,divorced,166,no,no,99,1,0,unknown,no
50,married,1717,no,no,416,8,0,unknown,no
31,single,-160,yes,no,202,2,0,unknown,no
31,married,89,no,no,297,3,0,unknown,no
25,single,493,yes,no,301,1,0,unknown,no
39,married,2644,yes,no,253,1,0,unknown,no
30,single,596,no,no,125,2,0,unknown,no
60,married,0,no,no,321,4,8,failure,no
48,married,606,yes,no,231,4,0,unknown,no
30,married,-346,yes,yes,88,1,0,unknown,no
43,single,550,yes,no,107,2,0,unknown,no
44,single,237,yes,no,54,1,0,unknown,no
29,single,415,no,yes,161,1,0,unknown,no
46,married,-125,yes,no,23,1,0,unknown,no
28,single,1984,yes,no,32,2,1,failure,no
34,married,121,yes,no,57,6,0,unknown,no
42,divorced,266,no,yes,228,1,0,unknown,no
59,married,1723,no,no,70,1,0,unknown,no
27,single,1049,no,no,389,3,0,unknown,no
36,married,21,no,no,35,1,0,unknown,no
34,single,341,yes,no,195,1,0,unknown,no
30,married,233,yes,no,382,10,0,unknown,no
50,married,247,no,no,173,1,0,unknown,no
50,married,3117,no,no,44,2,1,failure,no
45,married,242,no,yes,510,1,4,failure,no
40,single,24,yes,no,185,1,0,unknown,no
49,married,7007,no,no,325,2,0,unknown,no
54,married,1851,no,no,296,3,0,unknown,no
31,single,573,yes,no,58,1,2,failure,no
35,married,1178,yes,yes,220,2,5,failure,no
34,married,748,yes,yes,161,1,0,unknown,no
48,divorced,-407,yes,no,210,2,1,failure,no
51,married,4695,no,no,8,10,0,unknown,no
47,single,2500,no,no,240,1,0,unknown,no
45,single,86,no,no,64,5,0,unknown,no
33,married,968,no,yes,95,10,0,unknown,no
33,single,192,no,no,255,1,0,unknown,no
27,single,93,no,no,4,1,0,unknown,no
47,married,0,yes,no,234,1,0,unknown,no
54,divorced,0,yes,yes,309,3,0,unknown,no
37,married,-491,yes,no,80,2,0,unknown,no
43,married,1517,no,no,45,1,0,unknown,no
49,married,0,yes,no,102,1,0,unknown,no
43,married,775,no,no,98,1,1,failure,no
27,single,276,yes,no,311,2,0,unknown,no
44,married,5781,yes,yes,195,1,0,unknown,no
37,divorced,0,yes,no,217,6,0,unknown,no
50,married,901,yes,no,8,6,0,unknown,no
50,married,431,yes,no,12,5,0,unknown,no
52,married,911,no,no,29,2,0,unknown,no
26,single,96,no,no,606,1,1,failure,no
35,married,0,yes,yes,199,1,0,unknown,no
47,divorced,-288,yes,no,107,7,0,unknown,no
55,divorced,2923,yes,no,104,2,0,unknown,no
26,single,16,no,yes,249,2,0,unknown,no
37,married,744,yes,yes,161,3,0,unknown,no
56,married,551,no,no,27,1,0,unknown,no
33,married,322,yes,no,77,3,0,unknown,no
36,married,199,yes,no,183,1,0,unknown,no
32,single,0,no,no,360,2,0,unknown,no
30,single,0,no,no,262,6,0,unknown,no
39,single,633,no,no,105,2,3,failure,no
28,single,203,no,no,145,2,0,unknown,no
36,single,583,no,no,859,1,1,other,no
39,single,2749,yes,no,128,1,0,unknown,no
48,divorced,769,no,yes,58,2,15,other,no
34,married,1924,yes,yes,161,2,1,failure,no
50,married,1064,yes,no,31,2,0,unknown,no
26,single,1099,no,no,99,2,13,other,no
35,married,2971,no,no,112,2,0,unknown,no
44,married,2657,yes,no,202,2,0,unknown,no
47,married,21,yes,no,229,2,0,unknown,no
62,married,0,no,no,113,3,3,failure,no
55,single,0,no,no,222,3,3,failure,no
26,single,9447,no,no,113,1,2,other,no
88,married,433,no,no,161,1,1,failure,no
28,single,375,yes,no,43,1,1,other,no
41,married,2399,yes,no,303,2,2,failure,no
25,single,148,no,no,421,1,0,unknown,no
40,divorced,224,no,no,606,1,0,unknown,no
35,married,147,yes,no,358,1,3,failure,no
65,divorced,744,no,no,182,1,0,unknown,no
40,single,-94,yes,no,90,1,0,unknown,no
43,divorced,9,yes,no,89,5,1,failure,no
29,single,1218,no,no,258,2,0,unknown,no
48,single,1106,no,yes,265,1,0,unknown,no
35,married,0,yes,no,277,1,0,unknown,no
30,single,167,no,no,9,1,0,unknown,no
32,single,0,yes,no,415,2,0,unknown,no
30,married,324,no,no,585,4,0,unknown,no
30,single,127,yes,no,16,6,1,other,no
24,married,230,yes,no,73,1,0,unknown,no
29,married,344,yes,yes,279,2,0,unknown,no
44,married,105,yes,no,1529,2,0,unknown,no
42,married,634,yes,no,256,2,0,unknown,no
45,married,317,yes,no,325,2,0,unknown,no
57,married,2234,no,no,201,5,0,unknown,no
36,married,223,yes,no,12,3,0,unknown,no
49,married,230,yes,no,96,1,0,unknown,no
30,single,0,no,no,214,2,0,unknown,no
48,divorced,313,no,no,208,1,0,unknown,no
32,married,289,yes,no,63,1,2,failure,no
35,married,0,yes,no,139,1,0,unknown,no
40,married,3676,yes,yes,101,1,0,unknown,no
32,married,-184,yes,no,129,2,1,failure,no
37,single,3954,yes,no,87,1,2,failure,no
37,married,2951,no,no,101,3,0,unknown,no
43,married,78,yes,no,36,1,1,other,no
48,married,1526,no,no,273,2,0,unknown,no
36,married,0,yes,no,193,5,0,unknown,no
33,single,233,yes,no,221,4,0,unknown,no
33,married,67,yes,yes,316,4,0,unknown,no
36,single,38,no,no,308,4,0,unknown,no
65,married,1948,no,no,102,2,0,unknown,no
50,married,5296,no,no,64,7,0,unknown,no
34,single,612,no,no,192,1,0,unknown,no
35,married,4872,yes,no,34,3,0,unknown,no
32,single,131,yes,no,112,1,1,other,no
34,single,4943,yes,yes,117,2,0,unknown,no
34,married,-257,yes,no,160,1,4,failure,no
33,married,331,yes,no,139,3,0,unknown,no
45,married,105,yes,yes,119,1,0,unknown,no
35,married,1160,no,yes,62,1,0,unknown,no
53,married,4930,no,yes,228,2,0,unknown,no
39,divorced,471,yes,no,161,2,0,unknown,no
38,married,35,yes,no,130,2,0,unknown,no
35,single,1750,yes,no,422,1,4,success,no
52,married,5275,no,yes,1029,3,0,unknown,no
30,single,728,yes,no,393,1,1,other,no
37,married,0,no,no,143,1,0,unknown,no
33,married,263,no,no,79,4,3,failure,no
52,married,601,yes,no,249,2,0,unknown,no
29,married,6429,yes,yes,535,1,2,failure,no
